opportunity_id,account_id,amount,is_won,call_count_during,email_count_during,meeting_count_during,total_activity_count_during,campaign_activity_count,activity_velocity,days_to_first_activity,days_since_last_activity,avg_intent_score_during,max_intent_score_during,high_surge_count_during,medium_surge_count_during,unique_intent_topics,had_competitor_intent,had_pricing_intent,total_email_threads,inbound_email_count,outbound_email_count,exec_involvement_count,unique_email_threads,email_response_rate,total_marketing_events_during,total_score_delta_during,avg_score_delta_during,unique_marketing_visitors,webinar_attended_count,content_download_count,demo_request_count,pricing_page_visits,integration_page_visits,case_study_views,total_engagement_duration,contact_count_total,executive_count,vp_count,director_count,manager_count,decision_maker_count,influencer_count,champion_count,zoominfo_exec_count,multi_threading_score,was_customer_before,previous_deal_count,previous_wins_count,previous_losses_count,historical_win_rate,total_historical_revenue,avg_historical_deal_size,days_since_last_win,days_since_last_loss,engagement_trend,velocity_change,intent_momentum,urgency,is_stalled,recent_activity_count,previous_activity_count,recent_intent_score,previous_intent_score,is_renewal,is_expansion,is_new_logo,days_to_renewal,opportunity_type,days_since_first_contact,persona_coverage,committee_diversity_score,has_c_level,has_decision_maker,has_champion,industry_Education,industry_Energy,industry_Finance,industry_Gaming,industry_Healthcare,industry_Manufacturing,industry_Media,industry_Retail,industry_Software,industry_Telecom,employee_band_1-50,employee_band_1001-5000,employee_band_201-500,employee_band_5001+,employee_band_501-1000,employee_band_51-200,region_APJ,region_EMEA,region_LATAM,engagement_intensity,activity_per_contact,decision_maker_ratio,deal_size_category,high_value_new_logo,is_highly_engaged,is_multi_threaded,is_marketing_qualified,is_intent_qualified,has_executive_involvement,velocity_score
OPP-NSI8Q6AO,ACC-B4W2433P,57750,0,0,0,0,9,4,0.3103448275862069,1,0,0.0,0,0,0,0,0,0,1,0,1,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,1,0,1,4.5,0,1,0,1,0.0,0,191743.0,9999,391,STABLE,0.0,0.0,LOW,0,2,2,0.0,0.0,0,0,1,137,new_logo,961,0.6666666666666666,0.5,1,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,2.25,0.25,1.0,0,0,1,0,0,0,1.2413793103448276
OPP-R5QFPCO8,ACC-RGNNF2TX,125664,1,0,0,0,10,4,0.18181818181818182,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,1,2,1,0,1,6.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,0.5,0.0,LOW,0,3,2,0.0,0.0,0,1,0,850,expansion,173,1.0,1.0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,2.5,0.5,3.0,0,0,1,0,0,0,0.7272727272727273
OPP-JEKA4OJX,ACC-Q2ABH01C,45350,0,0,0,0,15,3,0.01971090670170828,15,64,70.6,90,3,2,5,0,0,3,0,3,0,3,0.0,8,52,6.5,3,3,0,0,2,0,1,17159,4,0,0,1,1,2,1,0,1,6.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,82.0,LOW,1,1,0,82.0,0.0,0,0,1,880,new_logo,251,1.0,1.0,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,3.75,0.5,1.0,0,1,1,1,1,0,0.07884362680683311
OPP-DAZL1FF3,ACC-VLQCDHTR,76452,0,0,0,0,16,2,0.41025641025641024,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,2,0,2,7.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,3.0,0.0,LOW,0,8,2,0.0,0.0,0,0,1,1202,new_logo,30,0.3333333333333333,0.5,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.0,4.0,0.5,2.0,1,1,1,0,0,0,1.641025641025641
OPP-OVMBOG6J,ACC-1NY5169E,50420,0,0,0,0,5,2,0.007407407407407408,150,286,51.2,87,2,1,4,0,0,16,0,16,0,16,0.0,2,17,8.5,1,0,0,0,0,0,1,3434,4,0,0,1,1,2,0,0,1,6.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,19.5,LOW,1,1,0,19.5,0.0,0,0,1,769,new_logo,346,1.0,1.0,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.0,1.25,0.5,1.0,0,0,1,0,1,0,0.02962962962962963
OPP-DFI9EA43,ACC-O4N85DZ7,39839,1,0,0,0,7,3,0.15217391304347827,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,1,12.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,3,0,0.0,0.0,0,1,0,9999,expansion,163,0.6666666666666666,0.5,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0,1.75,1.0,1.0,0,0,1,0,0,0,0.6086956521739131
OPP-5K297AE5,ACC-OUEG9PDC,53380,1,0,0,0,7,1,0.17073170731707318,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,2,2,1,3,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,3,0,0.0,0.0,0,0,1,1353,new_logo,0,0.6666666666666666,0.5,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,1.75,0.25,1.0,0,0,1,0,0,0,0.6829268292682927
OPP-TDXRGG9Z,ACC-RBBEG365,32299,1,0,0,0,8,4,0.14285714285714285,1,18,25.0,25,0,0,1,0,0,0,0,0,0,0,0.0,1,5,5.0,1,0,0,0,1,0,0,2109,4,0,1,0,0,2,2,0,2,7.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,25.0,LOW,0,2,1,25.0,0.0,0,0,1,9999,new_logo,0,0.3333333333333333,0.5,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,2.0,0.5,1.0,0,0,1,0,0,0,0.5714285714285714
OPP-6GLEOT6D,ACC-0CK0CSQV,41065,0,0,0,0,13,5,0.24074074074074073,4,0,60.0,60,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,0,0,2,9.0,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,60.0,LOW,0,4,4,60.0,0.0,0,0,1,773,new_logo,334,0.6666666666666666,0.75,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,3.25,0.75,1.0,0,1,1,0,0,0,0.9629629629629629
OPP-7V63N7SK,ACC-0CZ998G7,101090,0,0,0,0,13,5,0.023297491039426525,0,75,50.666666666666664,64,0,2,3,1,0,12,0,12,0,12,0.0,3,27,9.0,2,1,0,0,1,0,1,3430,4,0,1,1,1,3,0,0,2,10.5,0,1,0,1,0.0,0,55935.0,9999,419,INCREASING,1.0,31.0,LOW,1,1,0,31.0,0.0,0,0,1,9999,new_logo,273,1.0,0.75,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.0,3.25,0.75,3.0,1,1,1,1,0,0,0.0931899641577061
OPP-W104B2NV,ACC-JPVVLCV8,63020,1,0,0,0,13,4,0.28888888888888886,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,1,0,3,0,0,2,10.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,0.5,0.0,LOW,0,3,2,0.0,0.0,0,0,1,9999,new_logo,705,0.6666666666666666,0.75,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,3.25,0.75,2.0,1,1,1,0,0,0,1.1555555555555554
OPP-RZAO9H0O,ACC-6KH6BQD0,79193,0,0,0,0,16,3,0.02130492676431425,5,71,62.333333333333336,92,1,1,3,1,0,8,0,8,0,8,0.0,10,68,6.8,4,0,0,0,6,0,2,25556,4,0,3,0,0,3,1,0,3,13.5,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,30.0,LOW,1,1,1,30.0,0.0,0,0,1,9999,new_logo,71,0.3333333333333333,0.5,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,4.0,0.75,2.0,1,1,1,1,1,0,0.085219707057257
OPP-SW4ZHZQV,ACC-1NNMI28W,74541,0,0,0,0,8,6,0.1509433962264151,4,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,2,0,0,6.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,2,1,0.0,0.0,0,0,1,581,new_logo,632,0.3333333333333333,0.5,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.0,2.0,0.5,2.0,1,0,1,0,0,0,0.6037735849056604
OPP-X6PNUN8S,ACC-CXYD4T70,68284,0,0,0,0,14,4,0.02356902356902357,116,122,56.666666666666664,96,1,1,3,1,0,7,0,7,0,7,0.0,6,70,11.666666666666666,3,0,0,0,4,0,0,18177,4,0,1,0,1,2,2,0,2,7.5,0,1,0,1,0.0,0,51281.0,9999,180,STABLE,0.0,96.0,LOW,1,1,1,96.0,0.0,0,0,1,9999,new_logo,339,0.6666666666666666,0.75,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0,3.5,0.5,2.0,1,1,1,1,1,0,0.09427609427609428
OPP-SI7QDG1D,ACC-KTDV6G14,28003,0,0,0,0,5,1,0.10416666666666667,0,1,69.0,78,1,1,2,0,0,1,0,1,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,78.0,LOW,0,1,0,78.0,0.0,0,0,1,9999,new_logo,166,0.6666666666666666,0.75,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,1.25,0.25,0.0,0,0,1,0,1,0,0.4166666666666667
OPP-6QB4AA1O,ACC-PGPURINI,61305,0,0,0,0,5,1,0.1111111111111111,7,3,85.0,85,1,0,1,0,0,0,0,0,0,0,0.0,1,1,1.0,1,0,0,0,1,0,0,1526,4,0,1,1,0,3,1,0,3,10.5,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,85.0,LOW,0,1,1,85.0,0.0,0,0,1,9999,new_logo,599,0.6666666666666666,0.5,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,1.25,0.75,2.0,0,0,1,0,1,0,0.4444444444444444
OPP-KDG53E89,ACC-M88GE42M,8558,0,0,0,0,8,2,0.21052631578947367,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,2,0,3,1,0,2,10.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,2.0,0.0,LOW,0,3,1,0.0,0.0,0,0,1,9999,new_logo,114,0.6666666666666666,0.5,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0,2.0,0.75,0.0,0,0,1,0,0,0,0.8421052631578947
OPP-S8OQQ3EE,ACC-HE1V1OTX,43137,0,0,0,0,11,4,0.06432748538011696,7,29,13.0,13,0,0,1,0,0,0,0,0,0,0,0.0,1,1,1.0,1,0,0,0,0,0,0,4329,4,0,1,2,0,3,1,0,2,10.5,0,0,0,0,0.0,0,0.0,9999,9999,DECREASING,-0.6666666666666666,13.0,HIGH,0,1,3,13.0,0.0,0,0,1,9999,new_logo,892,0.6666666666666666,0.5,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,2.75,0.75,1.0,0,0,1,0,0,0,0.2573099415204678
OPP-UJ5KDBU9,ACC-1QT0RZOJ,22150,0,0,0,0,5,2,0.15151515151515152,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,5,5.0,1,0,0,0,0,0,0,2437,4,0,0,0,2,0,2,0,0,0.0,0,2,0,2,0.0,0,188249.5,9999,552,INCREASING,1.0,0.0,LOW,0,2,1,0.0,0.0,0,0,1,300,new_logo,931,0.3333333333333333,0.5,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,1.25,0.0,0.0,0,0,1,0,0,0,0.6060606060606061
OPP-Q6GTFVOU,ACC-NW1PQ3E8,153908,0,0,0,0,11,2,0.22,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,0.0,2,21,10.5,2,0,0,0,1,0,0,7105,4,0,1,0,1,2,1,0,2,7.5,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,0.0,LOW,0,1,1,0.0,0.0,0,0,1,9999,new_logo,444,0.6666666666666666,0.75,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.0,2.75,0.5,3.0,1,0,1,0,0,0,0.88
OPP-1DK5V14G,ACC-65D98UC3,20672,0,0,0,0,11,2,0.23404255319148937,6,0,82.0,82,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,3,1,2,2,0,0,6.0,0,0,0,0,0.0,0,0.0,9999,9999,DECREASING,-0.5,82.0,HIGH,0,1,2,82.0,0.0,0,0,1,906,new_logo,325,0.6666666666666666,0.5,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,2.75,0.5,0.0,0,0,1,0,1,0,0.9361702127659575
OPP-3BY3ODUV,ACC-BK2SXTNT,58618,1,0,0,0,18,5,0.4,0,1,15.0,15,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,2,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,2.0,15.0,LOW,0,6,2,15.0,0.0,0,1,0,981,expansion,0,0.3333333333333333,0.5,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0,4.5,0.25,1.0,0,1,1,0,0,0,1.6
OPP-4DNPKI0C,ACC-IVGZ86TN,128401,0,0,0,0,14,5,0.04011461318051576,30,39,73.5,79,1,1,2,0,0,2,0,2,0,2,0.0,4,30,7.5,3,1,0,0,1,0,1,11990,4,0,0,1,1,2,0,0,1,6.0,0,1,0,1,0.0,0,35626.0,9999,116,INCREASING,1.0,79.0,LOW,1,2,0,79.0,0.0,0,0,1,9999,new_logo,752,1.0,1.0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,3.5,0.5,3.0,1,1,1,1,1,0,0.16045845272206305
OPP-IGI4KBN4,ACC-RZOT7L03,16034,1,0,0,0,14,3,0.42424242424242425,2,5,0.0,0,0,0,0,0,0,1,0,1,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,1,0,1,4.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,0.5,0.0,LOW,0,3,2,0.0,0.0,0,0,1,1374,new_logo,0,0.6666666666666666,0.5,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,3.5,0.25,0.0,0,1,1,0,0,0,1.696969696969697
OPP-UPURU8WI,ACC-DO8XD7N2,30534,0,0,0,0,10,4,0.01310615989515072,66,133,20.0,32,0,0,2,1,0,14,0,14,0,14,0.0,8,69,8.625,3,0,0,0,6,0,2,23204,4,0,0,0,1,0,2,0,0,0.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,14.0,LOW,1,2,0,14.0,0.0,0,0,1,9999,new_logo,290,0.3333333333333333,0.5,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,2.5,0.0,1.0,0,0,1,1,0,0,0.05242463958060288
OPP-FHXICKNM,ACC-4KGG5J0F,20635,0,0,0,0,7,3,0.18421052631578946,13,3,0.0,0,0,0,0,0,0,1,0,1,0,1,0.0,1,12,12.0,1,0,0,0,0,0,1,1525,4,0,1,2,1,3,1,0,1,10.5,0,0,0,0,0.0,0,0.0,9999,9999,DECREASING,-0.5,0.0,HIGH,0,1,2,0.0,0.0,0,0,1,1101,new_logo,226,1.0,0.75,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,1.75,0.75,0.0,0,0,1,0,0,0,0.7368421052631579
OPP-F6P7K7CE,ACC-BYXBCXED,55920,0,0,0,0,15,10,0.02063273727647868,33,92,76.0,76,1,0,1,1,0,14,0,14,0,14,0.0,6,34,5.666666666666667,3,0,0,0,4,0,0,16515,4,0,0,2,1,1,1,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,76.0,LOW,1,1,0,76.0,0.0,0,0,1,940,new_logo,363,0.6666666666666666,0.75,0,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,3.75,0.25,1.0,0,1,1,1,1,0,0.08253094910591471
OPP-U1SQ4LE4,ACC-SM2IRWBB,34558,0,0,0,0,5,1,0.005324813631522897,130,255,63.5,98,2,1,4,0,0,8,0,8,0,8,0.0,8,43,5.375,3,0,0,0,4,0,2,23923,4,0,1,0,1,1,3,0,1,4.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,98.0,LOW,1,1,0,98.0,0.0,0,0,1,1262,new_logo,39,0.6666666666666666,0.75,1,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,1.25,0.25,1.0,0,0,1,1,1,0,0.021299254526091587
OPP-0DK9CM21,ACC-IGRDOUXY,85488,1,0,0,0,11,3,0.22916666666666666,5,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,2,0,1,2,1,0,2,9.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,2,0,0.0,0.0,0,0,1,9999,new_logo,0,0.6666666666666666,0.75,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,2.75,0.5,2.0,1,0,1,0,0,0,0.9166666666666666
OPP-73B4ZV3U,ACC-A4ZOIXO3,85875,0,0,0,0,5,1,0.016891891891891893,67,106,54.0,69,0,3,2,0,0,2,0,2,0,2,0.0,1,14,14.0,1,0,0,0,0,0,0,717,4,0,0,2,1,2,1,0,0,6.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,40.0,LOW,1,1,0,40.0,0.0,0,0,1,651,new_logo,401,0.6666666666666666,0.75,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0,1.25,0.5,2.0,1,0,1,0,0,0,0.06756756756756757
OPP-AHWYJ3VS,ACC-21AVFGVR,30554,0,0,0,0,19,5,0.475,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,6.0,0,0,0,0,0.0,0,0.0,9999,9999,STABLE,0.0,0.0,LOW,0,4,4,0.0,0.0,0,0,1,429,new_logo,775,0.3333333333333333,0.5,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,4.75,0.5,1.0,0,1,1,0,0,0,1.9
OPP-Q6PFI3RW,ACC-84LTNWKI,80207,0,0,0,0,19,3,0.018147086914995225,74,62,59.0,98,1,0,2,0,0,4,0,4,0,4,0.0,8,63,7.875,4,0,0,0,8,0,0,15559,4,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,20.0,LOW,1,1,0,20.0,0.0,0,0,1,9999,new_logo,0,0.0,0.25,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.0,4.75,0.0,2.0,1,1,1,1,1,0,0.0725883476599809
OPP-AIDGWW9M,ACC-USDAKURS,19946,1,0,0,0,19,9,0.5757575757575758,3,0,0.0,0,0,0,0,0,0,1,0,1,0,1,0.0,1,2,2.0,1,1,0,0,0,0,0,3777,4,0,1,2,1,2,2,0,1,7.5,1,1,1,0,1.0,37168,37168.0,115,9999,STABLE,-0.2,0.0,MEDIUM,0,4,5,0.0,0.0,0,0,1,456,new_logo,585,1.0,0.75,1,1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,4.75,0.5,0.0,0,1,1,0,0,0,2.303030303030303
OPP-HAG1S83N,ACC-Q0S0BPEA,68064,0,0,0,0,5,0,0.008278145695364239,69,39,63.5,88,1,0,1,0,0,2,0,2,0,2,0.0,2,13,6.5,1,0,0,0,2,0,0,3994,4,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,88.0,LOW,1,1,0,88.0,0.0,0,0,1,9999,new_logo,449,0.0,0.25,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0,1.25,0.0,2.0,1,0,1,0,1,0,0.033112582781456956
OPP-FBG8UIJV,ACC-9NBJXWKW,91426,0,0,0,0,19,4,0.4523809523809524,1,4,0.0,0,0,0,0,0,0,2,0,2,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,2,1,2,2,0,1,7.5,0,0,0,0,0.0,0,0.0,9999,9999,DECREASING,-0.5714285714285714,0.0,HIGH,0,3,7,0.0,0.0,0,0,1,9999,new_logo,466,1.0,0.75,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.0,4.75,0.5,2.0,1,1,1,0,0,0,1.8095238095238095
OPP-7YUU53WY,ACC-FG0J8OV3,32725,0,0,0,0,20,3,0.31746031746031744,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,1,0,3,10.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,0.5,0.0,LOW,0,3,2,0.0,0.0,0,0,1,791,new_logo,356,0.3333333333333333,0.5,1,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.0,5.0,0.75,1.0,0,1,1,0,0,0,1.2698412698412698
OPP-3ETTXCQZ,ACC-B1LQYN1F,41285,1,0,0,0,9,1,0.13846153846153847,9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,2,1,1,2,2,0,2,9.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,0,2,0,0.0,0.0,0,0,1,639,new_logo,560,1.0,0.75,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,2.25,0.5,1.0,0,0,1,0,0,0,0.5538461538461539
OPP-3LRP98H7,ACC-FTWCPZ7I,76977,1,0,0,0,8,2,0.2222222222222222,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,2,0,1,4.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,2.0,0.0,LOW,0,3,1,0.0,0.0,0,1,0,9999,expansion,0,0.6666666666666666,0.75,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.0,2.0,0.25,2.0,0,0,1,0,0,0,0.8888888888888888
OPP-TCG814LS,ACC-YPO32KK4,45243,0,0,0,0,20,3,0.5882352941176471,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,2.0,1,0,0,0,1,0,0,3168,4,0,0,1,2,2,2,0,1,6.0,0,0,0,0,0.0,0,0.0,9999,9999,DECREASING,-0.4,0.0,HIGH,0,3,5,0.0,0.0,0,0,1,9999,new_logo,425,1.0,0.75,1,1,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0.0,5.0,0.5,1.0,0,1,1,0,0,0,2.3529411764705883
OPP-HYYSRSQ8,ACC-OEZN3V3N,54526,1,0,0,0,12,5,0.3,6,2,0.0,0,0,0,0,0,0,1,0,1,0,1,0.0,1,12,12.0,1,0,0,0,0,0,0,2205,4,0,1,3,0,2,2,0,1,7.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,0.5,0.0,LOW,0,3,2,0.0,0.0,0,0,1,1318,new_logo,0,0.6666666666666666,0.5,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.0,3.0,0.5,1.0,0,0,1,0,0,0,1.2
OPP-L6R2SCPC,ACC-82BQ5H7T,36255,0,0,0,0,17,4,0.01694915254237288,40,61,32.0,32,0,0,1,0,0,2,0,2,0,2,0.0,3,19,6.333333333333333,2,0,0,0,2,0,1,8201,4,0,0,1,2,1,1,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,32.0,LOW,1,1,0,32.0,0.0,0,0,1,1028,new_logo,0,0.6666666666666666,0.75,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,4.25,0.25,1.0,0,1,1,1,0,0,0.06779661016949153
OPP-PHXNBA3V,ACC-L3FCE5XE,121171,0,0,0,0,9,5,0.02127659574468085,27,38,0.0,0,0,0,0,0,0,6,0,6,0,6,0.0,2,8,4.0,2,0,0,0,2,0,0,2927,6,0,0,0,3,0,4,0,0,0.0,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,1.0,0.0,LOW,1,1,0,0.0,0.0,0,0,1,773,new_logo,401,0.3333333333333333,0.5,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,1.5,0.0,3.0,1,0,1,0,0,0,0.1276595744680851
OPP-5AYXMVE2,ACC-0QZF6LUT,98056,0,0,0,0,11,2,0.20754716981132076,2,0,82.0,82,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,2,0,0,3.0,0,0,0,0,0.0,0,0.0,9999,9999,DECREASING,-0.5,82.0,HIGH,0,1,2,82.0,0.0,0,0,1,1295,new_logo,90,0.6666666666666666,0.75,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,2.75,0.25,2.0,1,0,1,0,1,0,0.8301886792452831
OPP-N8Q6R98J,ACC-4AMNFEOC,25431,1,0,0,0,18,7,0.6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,2,0,2,7.5,0,0,0,0,0.0,0,0.0,9999,9999,INCREASING,2.0,0.0,LOW,0,6,2,0.0,0.0,0,0,1,9999,new_logo,269,0.6666666666666666,0.75,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,4.5,0.5,0.0,0,1,1,0,0,0,2.4
